,clean_reviews,class,stars
3724,"En general no me ha dado problemas, pero desde hace unos días (al menos 2) no llega ni a pedir usuario y contraseña y muestra mensaje ""BROU se ha detenido"". Así sin más explicación ni indicación de como proceder. Desinstalé y volví a instalar pero sigue dando el mismo problema. Imagino lo soluciónarán a la brevedad.",0,1
3725,Malísima la actualización. Actualice puse la huella y a veces me deja entrar y a veces me dice que es usuario o contraseña errónea. Cuando entro se pone loca la aplicación va para atrás y para adelante . A multipagos no se puede entrar .todo mal .como estaba estaba bien,0,1
3726,"La actualización no sirve, solo pide acceder a la app una vez y me decía que mi conexión era insegura, estoy con el wi fi de mi casa, que me seguro? Los datos? Necesito acceder a e-brou para poder recargar saldo y tener datos, tampoco funcióna la web cuando supuestamente a partir del 19 ya estaba lista. Luego de este inconveniente se me tranca la app, niciquiera me deja poner mi CI y contraseña. Lanzaron la actualización a medias, no me gustó para nada. No la recomiendo, pero la necesito.",0,1
3727,"Desde hace más de 2 semanas no funcióna. Se abre y se cierra inmediatamente. No entiendo como no lo soluciónan inmediatamente. Gracias por la respuesta, pero sigo sin entender cómo nos dejan dos semanas sin acceso a la aplicación...no es un incidente crítico? Por más que podamos usar brou...no es lo mismo, los que no vemos bien es imposible usar brou en el celular. No entiendo porqué no se podía volver a la versión anterior....es como que no les importará nuestra satisfacción.",0,1
3728,"La verdad que me desepcióno, por que las 2 primeras veces que ingrese me funcióno bien pero ahora no funcióna, cuando ingreso la contraseña me vuelve al principio en la parte que dice siguiente. La versión anterior no tenia esos problemas entrabas enseguida. Si se puede arreglar mejor¡¡ Por favor!!. Gracias. Cuando funcióne camuy buenaio la calificación.",0,1
3729,"Pésima! Para hacer transferencias hay que instalar otra app y así y todo, no me está permitiendo. No entiendo por qué la complican tanto, te dan la opción de hacer transferencias desde una app, para agilizar o soluciónar y termina siendo sumamente engorroso. Trabajo con otro banco y estoy pensando muy seriamente en cancelar mis cuentas Brou.",0,1
3730,"Hola soy usuario de la app BROU, desde hace unas semanas no puedo abrir mi app, según veo en los comentarios de google player no soy al único que le sucede, quisiera saber aprox cuanto va a demorarse en soluciónar el problema o por lo menos dar algún tipo de información al respecto. De momento pienso desinstalar hasta no tener una respuesta de ustedes que son los desarrolladores, ya que era una app muy practica para algunas transacciónes bancarias, pero debido a esto se a vuelto inútil. Gracia",1,3
3731,Bueno desde la actualización en mi S7 no me abre y a mi compañero con un S5 no solo hace un mes que no le abre sino que la desinstaló para hacerlo de nuevo y no le aparece en Play Store. Es solo para algunas versiones de celular?😡 La verdad es muy molesto y tranca hasta el trabajo.,0,1
3732,"Hhorrible todo, desde que actualizaron el sistema de BROU, nada funcióna, la página en móvil se congela, la app, no pasa del botón ""continuar"", en PC tamuy buenaién hay bloqueos y todo funcióna muy muy lento, demorando hasta dos minutos en cargar contenido en redes 4G...",0,1
3733,"Ayer y hoy no he podido utilizar la app y tampoco el brou para hacer pagos y transferencias. Cada vez que ingreso se cierra, lo mismo con la página. Supuestamente iban a están con los camuy buenaios el fin de semana, pero ya pisaron el lunes y martes. No sé cómo resultará la nueva plataforma, pero pesimamente implementada.",0,1
3734,"La vdd que mala la actualización, en si el uso y la app en sí está mucho más completa y permite realizar más operaciónes, pero desde que la actualice ya la tube que eliminar y volver a descargar 2 veces ya que no me permite entrar normalmente. Deben corregir ese error que tiene ya que con la versión anterior eso no me pasaba. Nota: la posibilidad de ingresar con la huella esta excelente. Lástima que da problemas para ingresar debiendo eliminarla y volver a descargar para poder usarla",0,1
3735,"Funcióna pésimo. Cada vez que entro le pide camuy buenaiar la contraseña. Ya debo haber puesto más de 20 diferente, cada vez que entro me pide una nueva. Y no contar las veces que se bloquea y debo ir al cajero a pedir desbloqueo de cuenta. Nunca vi algo que funcióne tan mal",0,1
3736,"La nueva app es un desastre, lenta, no conecta, o empieza el inicio y se resetea y vuelve a pedir el usuario y contraseña. Probe desinstalarla e instalarla y nada sigue igual o peor pq ahora me queda como cargando y completamente en blanco... la verdad un desastre...",0,1
3737,"Corrijo mi primera opinión con la app, al principio presento problemas, pero hoy por hoy funcióna muy bien. Dedo pa 'arriba a los desarrolladores.-",2,4
3738,"Luego de un master intensivo. Logré entender el funciónamiento de la app. No es muy practico la interfaz. Pero después que se ubican las opciónes resulta entendible. La publicidad del banco deberia estar a pie de página y no en medio, (Eso marea un poco). Yo no he tenido problemas de funciónamiento ni en la app ni en la web. Se agradece la letra grande. Se puede mejorar más",2,4
3739,"Un desastre, una actualización es para mejorar o soluciónar errores no para empeorar, al ingresar ""error de usuario"" Al realizar una transferencia ""error interno"" Al realizar algun pago de servicios ""no se pudo realizar la operación""",0,1
3740,"Su nueva interfaz me gusta, es mas moderna y es fácil de encontrar todo. Me gusta que permita ingresar con biométrica tamuy buenaién. Sin emuy buenaargo aún tiene bastantes errores, intento transferir a cuentas precontratadas y por mas que llene el campo de monto a transferir, me lo marca en rojo y no me permite seguir.",2,4
3741,"Estimdos, la última version está llena de errores. No estoy pudiendo ingresar más desde que la instalé. Se cierra (crash) de una ni bien la abro. En IPhone incluso permite elegir que base de datos deseo utilizar! Envié varias veces el reporte de Crash pero nadie ha respondido. Agradezco me puedan ayudar.",0,1
3742,"Antes me andaba genial la app, sin quejas. Pero ahora desde hace como 1 mes que no la puedo abrir. La desinstalé y volví a instalar, pero el problema sigue. Si pueden informar que está sucediendo con la app se agradece mucho. Gracias",0,2
3743,"Desde la actualización del 18/10 no puedo ingresar. La gente de sistemas no testea antes de largar a producción? // Edito: ahora cuando cierro sesion, no me deja salir de la app. Maaaamita... que dificil todo, eh?// Edit n2: la app parece una gran publicidad del banco, es poco intuitiva. La anterior versión era ""fea"" pero funciónal, esta la quisieron hacer ""linda"" pero le erraron.",0,1
3744,"Fallas constantes! Venia bien, pero no se puede acceder. No queda otra que seguir perdiendo tiempo haciendo filas en las sucursales. Crean una app que vive bloqueandose, hoy desde las 6 intentando, hora 12.45, sigo sin poder usarla.",0,1
3745,Desde hace 2 semanas aprox. no puedo abrir la aplicación la verdad no se me parece q deberian actualizar o comunicar a los usuarios de los problemas q estan ocurriendo y veo q hay muchos con el mismo problema crei q era mi telefono pero me queda claro q no ahora creo q si es q no acepta determinados versiones de aparatos por lo q fuere deberian comunicarlo no???es con la unica app q tengo problemas....🙉🙉,0,1
3746,"Hola, las estrellas que daria seria ninguna, la aplicación anterior funciónaba peroectamente ,esta sigue sin reconocer el usuario. Verificar la app antes de camuy buenaiarlas, en lugar de ser un servicio de mejora para el usuario es una molestia innecesaria.",0,1
3747,"Desde la actualización anda como el orto. Gracias brou. Te quiero mucho. Me tira 300 veces la pantalla de bienvenida, le dí a recordar usuario y no me lo toma. Configure los datos biométricos y me tira error de usuario y/o contraseña. GRACIAS EBROU TE AMO",0,1
3748,Hace un mes no me funcióna la app. Dejó de pedirme la huella y ahora me tengo que loguear pero no responde ni aún con la contraseña adecuada...¿Qué hago?,0,2
3749,"Hola! Hace un tiempo la tengo y andaba impecable, hace una semana minimo despues que la actualize que quiero ingresar y me salta ""brou se detuvo"" y no me deja entrar, la desinstale y la volvi a instalar y me sigue saltando lo mismo, si pueden arreglaro. Gracias!",0,2
3750,"La volví a descargar, no permite avanzar de la primer pantalla, cuando estas cargando los datos para loguear se cuelga la app y vuelve a las pantalla de bienvenida o de error... inesperado esos errores persistentes en la página de un banco de ese tamaño...",0,1
3751,Cada vez que la actualizan la estropean. Pude entrar una vez sola y ahora mientras estoy escribiendo la contraseña se resetea. La actuación anterior lo mismo. Deberían hacer un testeo de funciónamiento antes de largarla. Ahora que quedé sin acceso a mis cuentas.,0,1
3752,Hasta ayer funciónaba bien hoy no se puede abrir sale que hay error pasa algún problema porque para mi es muy importante. No tener que ir al cajero para saber que saldo tengo por favor la necesito con urgencia.................................................................................................................. ................................................................................................................................................ muchas gracias Dolores Torres,2,5
3753,"La verdad es que camuy buenaiar una aplicación que funciónaba muy bien por otra muy lindita pero en la que no se puede hacer nada no es un buen negocio del banco. Deberían probarla mucho antes de camuy buenaiarla , es pésima 20/11/20 Con todo respeto y sin ánimo de ofender ustedes saben muy bien que no presentó intermitencias, no funciónaba, ahora funcióna mejor, pero como sigo muy enojada por la falta de responsabilidad, hasta que comience un nuevo mes y la pruebe, mantengo calificación",0,1
3754,"Muchos problemas para ingresar!!! Es una app para trabajar gente, ni las app de pasatiempo tienen tantos problemas. Esto me suena igual que el camuy buenaio de numeración en las ctas NO SIRVE PARA NADA, solo para el que cobra por el trabajo realizado.",0,1
3755,"Hhorrible la nueva versión. No sé porque me pide actualizar el número de celular y me pone otro número que no es el mio. Como lo deja modificar a ese número que sale, lo modifico ingreso la contraseña le doy confirmar y se cuelga. Al rato me aparece el mensaje de exceso de tiempo.",0,1
3756,"Hay que ser justos. Si bien la app comenzó con el pie izquierdo, parece que los problemas se soluciónaron rápidamente y ahora contamos con una app con una interfaz clara y moderna, que es básicamente la misma que encontramos al acceder por web, incluy endo acciónes previamente no disponibles como las transferencias a terceros.",2,5
3757,"Hhorrible la versión octubre/2020. Falla por todos lados, recarga la misma página y no sale de ahí. Una operación entre cuentas propias que muchas veces hice en pocos segundos con la versión vieja ahora tardó casi 5 minutos.",0,1
3758,Lamentable. La actualizaron para empeorarla. Muy trancada y lenta. Le quitaron servicios en vez de agregarle. Es de esas app que la eliminarías sin dudarlo. Lamentablemente es necesaria. Aunque te hace replantearte el camuy buenaiar de banco.,0,1
3759,"Desastre, no me deja entrar desde la nueva actualización, cada 2x3 tenes que camuy buenaiar la contraseña. Para mi que no tengo tiempo de ir a un cajero a ver el saldo o hacer transacciónes es desastrosa, si no lo mejoran tendré que camuy buenaiar de tarjeta",0,1
3760,"Una basura de app, no permite abrir casi nunca. Se abre y se cierra sola. Pones las identificaciónes bien y te dice que está mal. Hhorrible, la otra era mala pero se podía entrar por lo menos. No le pongo menos porque no se puede.",0,1
3761,"Hoy no funcióna o funcióna por instantes, lo bueno seria lanzarla cuando ya este al 100 % para así no causar inconvenientes ni perdidas de tiempo a sus clientes de manera gratis. Ojalá un dia sean un buen banco y se merescan el nomuy buenare que llevan. Saludos.",0,1
3762,"No sé en qué estaban pensando cuando la modificaron. Estaba peroecta y se podía pagar servicios y hacer transferencias, ahora no te permite hacer nada desde el celular. Y de la interface mejor ni hablar. Un desastre lo que hicieron con esta app.",0,1
3763,"Pésima la nueva actualización. Me pide un código que me manda por Gmail, abro el mail para ver el código y cuando vuelvo a la aplicación me dice que el código expiró que solicite otro. Luego puse mal la contraseña y me bloqueó el usuario y que no me pueden enviar nueva contraseña por mail porque no verifique el mail. Desastre",0,1
3764,"Con estas actualizaciónes han dejado afuera a muchos celulares , la aplicación no es compatible con celulares q todavia son nuevos, no q clase de telefono hay q tener para q sea compatible tal vez un samsung s20 o algunos de esos q te salen de 40mil pesos para arriba. Desastre son",0,1
3765,"Mejoro y vamos a ver cuanto se mantiene, muy interesante la actualización y practica, ahora estaría bueno hacer un video explicando donde están las opciónes ( recarga móvil, multipagos y más) hay personas que se les ha complicado.",2,5
3766,"Update 18/10. Subo calificación y agradezco que se hayan tomado en cuenta las sugerencias. Desbloqueo por huella, posibilidad de ver la clave! La interfaz me parece mucho más moderna que la anterior y bastante más intuitiva. Aún no la he usado para transferencia, pero hasta ahora todo ok. Muchas gracias.",2,4
3767,"Luego de estas últimas actualizaciónes, pésimo servicio están brindando. Ya ni puedo entrar ni hacer nada.. no se por que camuy buenaiaron la primera que salió que andaba excelente, las actualizaciónes son para mejorar no para retroceder y estropear.",0,1
3768,"La aplicación es un desastre!!! No cumple con mis expectativas.... Se tranca, Nome habilita a hacer la simulación del préstamo y descontar las cuotas del préstamo anterior , para saber qué a monto puedo acceder.",0,1
3769,"Registré el ingreso con huella digital y después de eso no he podido ingresar mas, ni con la huella ni con contraseña, la desinstale y volví a instalar y no abre😏 arreglen los fallos por favor! Que funcióne bien y con confianza!",0,1
3770,Lo positivo es que admite credencial biométrica. No entiendo que se gana en sacar las cuentas y otros del inicio (antes aparecía todo) para llenar de propaganda la mitad de la pantalla. Se perdió lo intuitiva que era la app anterior.,0,2
3771,Hhorrible la nueva actúlización se cuelga no me muestra los movimientos de mi cuenta no se ve claro que me descuentan y que no quieres verlos y da error error Para loguear no se 0ara que camuy buenaiaron la app el sistema anterior funciónaba peroecto ahora no se encuentran las cosas no es claro no se entiende nada y tengo 30 años no quiero saber la gente mayor desconforme total cada que entró al brou me stressa,0,1
3772,"Dejó de funciónar. Bloquearon su uso hasta el día 18 y hoy 19 siguen teniendo inconvenientes y dice sitio en mantenimiento. Otra cosa. Hagan su compatibilidad con sistemas Android más antiguos, como hacen otros bancos y no obliguen a sus usuarios a comprar un smartphone nuevo cada dos años. Saludos.",0,1
3773,Ya me ha dado problemas antes y ahora con esta nueva actualización no puedo ni siquiera ingresar. Que no funcióne sábados ni domingos me parece hhorrible porque se supone que yo tengo que poder ver mi saldo y movimientos cuando quiera que para eso la descargué. Nada conforme,0,1
3774,"Pésima desde la última actualización, estéticamente quedó muy linda pero no me deja hacer transferencias a otras cuentas porque me pide que seleccióne la moneda pero el botón no anda tamuy buenaién pasa lo mismo si lo quiero hacer en la web. Se nota que no probaron nada antes de actualizar.",0,1
3775,Hola. La tengo instalada hace tiempo. Antes que la actualizara al entrar me decia que no podia acceder al servidor. La actualice pensando que era por eso y ahora ingreso y al rato me pone mensaje que la app se detuvo.,2,5
3776,"Te hace poner huella y después te da error, la web no funcióna. Parece que lo hicieran a propósito para que le gente se vaya a los bancos privados. Deberian haber probado más tiempo la actualización antes de largarla.",0,1
3777,"Después de actualizarla pude entrar, da algunos errores pero anda... recomendación a los que hcern los camuy buenaios y actualizaciónes de las aplicaciónes y web de BROU: Tomen vacaciónes o pongan un puesto de verduras les va a ir mejor...",0,2
3778,"Un desastre. Algo que funciónaba bien. Era fácil de usar y entender. Ahora ésta nueva versión es poco práctica, complicada de usar, difícil de utilizar su lógica a la hora de buscar Un atraso",0,1
3779,"Realmente lamentable cada cosa que hay que hacer tenes que ir al cajero a sacar un ticket, con lo cual perdes la comodidad de hacerlo desde tu casa, totalmente contradictorio, descarga la app para hacelo desde tu casa pero veni al cajero.",0,1
3780,"Quiero entrar desde la app actualizada y puro carteles: ""se acabó el tiempo de espera"", ""error interno"", etc. Pésimo servicio en todo sentido, no responden maila, WhatsApp, teléfonoono",0,1
3781,"Estimados/as... Lo bueno es que pago mis facturas sin salir de casa, pero hasta ahora no he podido hacer una recarga de saldo en mi celular con la app actual, en la versión anterior si se podia y era mas facil. Por que sacaron esa función? Agradesco una respuesta..",2,5
3782,La verdad que la aplicación venía bien hasta que la camuy buenaiaron el viernes 16 de octubre y supuestamente era para más facilidad a los clientes y usuarios del República pero la verdad se pasa trancando mucho y no sirve desde ya gracias y disculpe las molestias saludos,1,3
3783,"Estamos a 29 sigue sin funciónar, no abre, y no me han contestado.Las ""NOVEDADES"" Dejaron mal la appbrou. No funcióna la última actualización, automática del 23/9/2020, yo uso hace tiempo la misma clave de la web, ahora agregué la dactilar en el celular para el token tamuy buenaién, tengo Huawei 9LITE con Android",0,1
3784,"Lamentablemente la actualización no funciónó, volví a reinstalar la app porque no alcanza ni a ejecutarse y sigo con el mismo problema. Favor resolver o dejar sin efecto la actualización para volver a la versión anterior.",0,1
3785,"Actualizaron la app y me rebota la entrada, no llego a poner el número de documento que se sale, ayer quise sacar dinero del cajero ya que la página no andaba y el sistema estaba caído, un desastre la verdad.",0,2
3786,"La aplicación está muy buena, desde hace unos días no puedo entrar me dice ""se detuvo"" se que estaban teniendo dificultades lo raro es que en otros celulares funcióna... Resetie mi equipo y lo volví a instalar y sigue igual Espero se pueda soluciónar rápido. Gracias",2,4
3787,"Me funciónaba bien, pero ahora tengo un problema que cuando quiero entrar me pide que camuy buenaie la contraseña por una nueva, esto me lo hace cada vez que quiero entrar. Antes pedía este camuy buenaio una vez al año aproximadamente.",2,4
3788,"La aplicación no funcióna. He perdido unas horas reinstalando y reiniciando pero no funcióna. Un desastre. Además, según la descripción de la ap, las actualizaciónes son insignificantes. Increíble.",0,1
3789,"No se qué pasa con la app. La tengo instalada hace años y ahora no estoy pudiendo entrar. La desinstalé y volví a instalar y tampoco puedo abrirla. Qué pasa??? Es un problema de la app porque en la computadora puedo entrar. Que lo resuelva, por favor!!!!",0,1
3790,"Me es imposible usar la aplicación. Me pide actualizar el correo electrónico, cargo los datos y el código de seguridad y vuelve a pedir el correo electrónico, y así sucesivamente. Desde el Wathsapp del banco no tengo respuestas",0,1
3791,"Lo único bueno de esta app es que podes entrar con la huella el resto es PÉSIMO PAUPÉRRIMO DESASTROSO, es poco amigable poco intuitiva la pantalla está super sobrecargada de información, ES EN EXTREMO LENTA sin importar la red que uses es LENTA.",0,1
3792,"Para acordarte de la contraseña tenes que tener un libro con historial de contraseñas. No podes usar contraseñas anteriores y hay que usar mayuscula, minuscula y numeros. Es tan segura que ni yo me acuerdo. Pongan la huella de una vez. Tardo mas escribiendo la contraseña que lo que necesito hacer con la app. Gracias",0,2
3793,Por el amor de Dios que les cuesta poner el reconocimiento de huella digital como contraseña...mi contraseña es muy larga por seguridad...y si me equivoco una cantidad de veces tengo que ir hasta un banco para desbloquear ...está mal eso,0,1
3794,Cuando inicias la app y querés poner los datos salta y vuelve al inicio. Por tanto no podés entrar. Ustedes pagan por el desarrollo de la app o la hacen viendo vídeos en YouTube? Por falta de plata no creo que sea por todo lo que cobran por tener una cuenta.,0,1
3795,"Me pide constantemente contraseña nueva, tengo que ir a la buzonera todo el tiempo. Otras app, se puede utilizar huella y en transacciónes envían códigos por seguridad. La verdad que muy mala.",0,1
3796,"Veo que no soy a la unica, ya he leido varios comentarios que afirman lo mismo que me sucede cuando intento ingresar y hasta hace una semana atrás la app funciónaba impecable, agradecería una solución. Muchas gracias !",0,1
3797,"Verdaderamente un desastre ésta nueva versión. Al menos la anterior permitía operar y visualizar las cosas básicas para una usuario.. Una vez más los dineros públicos mal empleados, al menos lo muestra ésta app.",0,1
3798,"No sé para que modificaron algo que funciónaba bien y era práctico, ahora la tarjeta alfabrou figura con el número de cuenta en lugar de por el número de tarjeta, cuando voy a mirar el saldo y los movimientos de mi cuenta la app se tranca",0,1
3799,Muy mala app. Me hizo configurar el sensor biométrico y cuando pongo mi huella me la reconoce pero me dice que el usuario o la contraseña es incorrecta. Intento ingresar manual y no me lo permite. Deja mucho que desear,0,1
3800,"La actualización de brou no se ve cómoda, aparece todo muy diferente. Hasta el orden en que veo las cuentas. Y los saldos ocupan 2 renglones. Está rara. Pero bue, habrá que acostumuy buenararse.",1,3
3801,No he podido usarla desde que se actualizó. No me gusta porque me manejaba bastante con ella para los saldos y esas cosas. Y me tiene atada. No sé cuántas veces he camuy buenaiado la contraseña. Muy rebuscada para las personas mayores.,0,1
3802,"La actualizaron y se volvió más lenta además de nisiquiera abrir! Una lástima, perdió pila de uso! En ves de mejorar, bajo su calidad! Testen las actualizaciónes antes de mandarlas al mercado!",0,1
3803,"Hola me pasa que instalo la aplicación y me sale el cartel de brou se detuvo y se me cierra automáticamente, he desinstalado cosas y he hecho espacio en mi celular para poder hacer uso de la aplicación y aún así no me deja. Agradecería una respuesta. Gracias.",0,1
3804,"Siempre ha funciónado bien pero desde hace poco ya no se abre. Lo desinstalé y reinstalé, reinicié el celular, busqué actualizaciónes de todo y nada. Se cierra enseguida que intenta abrirse.",0,1
3805,"La huella esta fallando constantemente, y si queres ingresar con la contraseña se reinicia la app. Luego sale el mensaje ""tiempo expirado"". Por favor soluciónen esto. Gracias",0,1
3806,Funciónaba bien. Desde la actualización no puedo entrar más. Llega a la parte donde ingresar usuario y contraseña y se sale hacia atrás sin permitir ingresar los datos. Un desastre,0,1
3807,"Configuré los datos biométricos y me da error de usuario y o contraseña, tampoco me deja ingresar mis credenciales a mano. Prueben las cosas antes de actualizar y romper lo que andaba bien.",0,1
3808,Actualice la app y no me deja entrar. Vuelvan a la versión anterior mientras corrigen los fallos. Para muchos es muy útil. La verdad que no se para que largan una actualización si no anda. Lamentable,0,1
3809,"Funciónaba bien, no se para que tenían que camuy buenaiarla no me deja transferir a terceros y lo único que me dicen es que ""el reclamo esta hecho"". Un desastre. En cualquier momento me camuy buenaio de banco",0,1
3810,La verdad que un desastre la actualización en realidad no he podido habrir la app ya q las dos veces q intente me bloquea y me hace ir a sacar otra clave lo mismo le pasa a mi esposo quieren mejorar y la verdad que de terror muy desconforme con el Ibrou,0,1
3811,Una porquería la nueva actualización. No funcióna. Me imagino cuánto cobran los ingenieros que hacen estás porquerías al sistema. Antes andaba muy bien. Ahora no sirve. Ni siquiera te deja entrar. Hay días que si otros no. Le pones la huella y igual te pide clave pones la clave y te dice error. No sirve.,0,1
3812,"Funciónaba muy bien... Pero actualmente no me permite camuy buenaio de clave, no reconoce la diferencia alfanumérica y presenta reportes lógicos de un sistema que no funcióna bien. Llevo dos días tratando de camuy buenaiar de clave, pierdo tiempo y el tiempo es dinero.",1,3
3813,Después de colocar mi usuario y contraseña no me deja entrar.. ! Ahora perdí totalmente el dominio de mis cuentas! Antes nunca me había pasado.. y desde el camuy buenaio q hicieron no me deja entrar.. un desastre!!!,0,1
3814,"Después de unos problemas al principio ,ni bien lo soluciónaron funcióna muy bien. Camuy buenaie la valoración por eso",2,5
3815,"La aplicación excelente . Lamentablemente desde hace una semana es imposible ingresar a da "" lamentablemente la app se detuvo"". Por FAVOR agradecerîa lo soluciónen a la brevedad. Gracias",2,5
3816,"Desde que se actualizo hoy, no funcióna bien. Incluso ahora quiero entrar desde el navegador de la pc y tampoco deja entrar. Es increíble que logre empeorar algo al querer mejorarlo.",0,1
3817,"RÚSTICA, muy incompleta, poco amigable con el usuario y con muchos ""errores"" al desplazarse en ella. Si la comparo con otros brancos privados es penosa. Se asimila a versiones Beta de aplicaciónes en desarrollo.",0,1
3818,No puedo usar la app en mi cel. En el de mi esposo funcióna sin problema. Ya la desinstalé y volví a instalarla pero no tuve éxito. La he usado durante mucho tiempo y nunca tuve problemas.,0,1
3819,Hhorrible la actualización pasa trancado,0,1
3820,"Con la otra app nunca tuve problemas, esta hace pocos días que la uso y la mayoría de las veces no me deja entrar y cuando logras entrar es después de perder mucho tiempo, no funcióna bien como la otra",0,1
3821,Buen día. Hace un par de días que no puedo abrir la app. Veo que somos varios después de la actualización. Podrían explicar porque y se soluciónará rapido ? Es solo app de Brou que no.me funcióna. Gracias,2,4
3822,Hhorrible es poco.. hoy toda la mañana para poder entrar y cuando lo logro cada vez que quiero pagar algo en multipagos me da error!! Un desastre está app. Por favor o la mejoran o vuelvan a la anterior que era mucho mejor,0,1
3823,Mejoro el interfaz a la hora de mirar los informes de la cuenta pero igual le falta mucho por mejorar en el funciónamiento,1,3
3824,"Un desastre la nueva actualización, quiero pagar las facturas, ingreso los datos y lo único que me da es la opción de descargar un archivo excel. No me deja pagar las facturas que con la anterior actualización me llevaba menos de un minuto.",0,1
3825,"Desde la nueva actualización del día domingo 18 de octubre, solo pude ingresar una vez y desde ahí se reinicia constantemente. No deja ingresar el documento, ni contraseña",0,2
3826,"Hola quiero entrar a la nueva App pero se reinicia o sea cuando estoy colocando los datos, vuelve al inicio y asi sucesivamente, e reiniciado el cel y sigue igual ... No me pasa con otras app solo con eBrou .",0,1
3827,"La aplicación mejoró, pero sigue con fallas no me permite ingresar mis datos, volví a instalarla pero la falla persiste . Por suerte pusieron el ingreso por huella.",0,2
3828,"Al día de la fecha 20/10 después de la última actualización, anda hhorriblemente mal la aplicación, no se porque meten mano y modifican cosas que andaban peroecto, se quieren hacer los cráneos y la recontra cagan",0,1
3829,"No llego a poner las cinco estrellas porque la nueva actualización no es buena, si querés entrar varias veces a la vez en el día cuando vas a poner la contraseña se te sale para atrás y no te deja.",2,4
3830,"Estaba barbara la app. Pero esta última actualización la cagaron. No me deja hacer nada, todo el rato está cargando y no me deja hacer lo que hacía antes que pagaba las facturas desde ahí.",0,1
3831,Hace dos días que actualizo la aplicación porque no funcióna sin emuy buenaargo sigue dando error y ni siquiera llega a pedir el número de cédula. El celular no es porque solamente me pasa con esta aplicación.,0,2
3832,"Una basura... antes funciónaba bárbaro ahora imposible entrar, no reconoce contraseñas o número de teléfonoono. Se cuelga... cuando las cosas funciónan más vale dejarlas como estaban...",0,1
3833,Favor soluciónen el crash que tira a intentar acceder. (Brou se ha detenido). App actualizada. Ya hace tiempo que no permite acceder a la misma. Gracias.,1,3
3834,"Los camuy buenaios están buenos , pero el login con la huella falla y no te da la opción del login tradiciónal . Tuve que desinstalar la app y volver a instalarla .",0,2
3835,"Es inaceptable q instalen una nueva versión c la cual el programa ha estado más tiempo dando fallos q funciónando... Muy poco serio, estas cosas generan pérdida d confianza en el banco.",0,1
3836,"Mala actualización se tranca, en la pc ya no responde comandos, en el móvil falla al ingresar android 10, la versión anterior es mejor, esta versión llena de fallas",0,1
3837,"1/12/2020 No permite acceder al banco móvil ni por app ni por web. No solo soy la única, ponemos el documento y la contraseña correctamente y nos dice que es incorrecta. Somos de afuera x eso necesitamos ésta aplicación para facilidades agradecemos se solucióne",0,1
3838,Buenas tardes segunmensajes q he leido el 19/10 ya se iba a poder usar normalmente cada vez q entro si tocar nada vuelva sola la app a la pagina q dice continuar y como que se refresca yno deja entrar de ninguna manera por favor arreglen eso gracias,2,5
3839,"Hhorrible, vuelvan a la anterior. No me deja entrar a la aplicación ni a la cuenta web. Tendré que ir hasta el cajero a ver si podré usar la tarjeta. Un desastre total.",0,1
3840,"Hola. La app está dando problemas en muchos dispositivos en este momento no ?... a mi no me abre me da error, a otro familiar le pasa lo mismo. Hay un problema general en cuanto a esto ?",0,1
3841,"Pésima la actualización, no me permite entrar de ninguna manera. La instalé y desinstalé, varias veces y es imposible entrar a mi cuenta.. un desastre la verdad..",0,1
3842,"Un desastre! No entiendo el camuy buenaio cada vez que voy a entrar están en mantenimiento o tiene algún problema, hoy 01/12 quiero realizar un pago y no puedo, una perdida de tiempo",0,1
3843,"lo mismo que le pasa a muchos usuarios, la desinstale y la volví a instalar varias veces y sigue sin funciónar, lamentable , yo hacía todo desde la aplicación, me tranca todo...",0,1
3844,"Un desastre total, mejorar que???? Si es imposible entrar a la aplicación, continuamente ir a una buzonera,nuevo código bloqueado. UN DESASTRE.",0,1
3845,Se actualizo y da errores constantes. Por favor resuelvan eso que esta es una herramienta importante para muchos usuarios. Gracias. 👍 Problema resuelto. Quedo muy bien. 😉 👍,2,4
3846,"La peor app, para el peor banco, siempre algún problema, son más veces las que quiero entrar y no puedo (siempre salta algún error), dejen de robarme la plata y hagan una app como la gente",0,1
3847,"Hace dias me estaba dando fallas de red y hoy q la actualicé, quedo peor, se cierra enseguida, era una excelente herramienta, espero soluciónen pronto los errores",0,2
3848,"Tiene error al ingresar la clave, una perdida de tiempo teniendo la app ir al cajero a pedir clave de camuy buenaio de contraseña a cada rato y hacer consultas que podirar hacerlas desde la app...",0,1
3849,"No puedo entrar en la app brou. Enseguida desaparece. Que pasa ,yo la .uso mucho. La descargué y volvi a des argar. Estuve en una sucursal y no me supieron soluciónar.",0,1
3850,Hhorrible!! Desde ayer tratando de entrar y nada. Supuestamente ayer quedaba pronta la app. Siempre hay algún problema. Llamas y nadie atiende.,0,1
3851,"La versión anterior funciónaba sin problemas, ésta nueva la mayoría de las veces no habre y cuando lo hace sé cierra, la verdad lamentable!!!!",0,2
3852,"El nuevo brou no me gusta para nada, es imposible hacer transferencias desde el cel cuando cargo la llave digital se cierra automático y cuando vuelvo a abrir brou se cierra automático la app llave digital...",0,1
3853,"La nueva versión da muchos problemas, me sugirió configurar la huella dactilar para ingresar y luego de dicha configuración no pude volver a entrar, me da siempre error",0,2
3854,No es una aplicación más. Es la de una entidad bancaria... Mucho tiempo para corregir las dificultades que ha causado. Y aún así en mi móvil no me aparece en Play Store.,0,1
